Site;parnr;Lupin.NoLupin;Species;Occ
Nordsjö;1;NoLupin;Avenella flexuosa;10
Nordsjö;1;NoLupin;Betula pendula;1
Nordsjö;1;NoLupin;Calluna vulgaris;1
Nordsjö;1;NoLupin;Chamaenerion angustifolium;7
Nordsjö;1;NoLupin;Festuca ovina;5
Nordsjö;1;NoLupin;Festuca rubra;13
Nordsjö;1;NoLupin;Fragaria vesca;7
Nordsjö;1;NoLupin;Galium uliginosum;3
Nordsjö;1;NoLupin;Gallium mollugo;2
Nordsjö;1;NoLupin;Hieracium umbellatum;3
Nordsjö;1;NoLupin;Hypericum maculatum;1
Nordsjö;1;NoLupin;Juncus effusus;2
Nordsjö;1;NoLupin;Luzula multiflora;3
Nordsjö;1;NoLupin;Poaceae;4
Nordsjö;1;NoLupin;Ranunculus acris subsp. acris;7
Nordsjö;1;NoLupin;Rumex acetosa;3
Nordsjö;1;NoLupin;Veronica chamaedrys;9
Nordsjö;1;NoLupin;Vicia cracca;3
Nykroppa Herrhult;1;Lupin;Alchemilla vulgaris;3
Nykroppa Herrhult;1;Lupin;Calamagrostis arundinacea;5
Nykroppa Herrhult;1;Lupin;Calamagrostis epigejos;4
Nykroppa Herrhult;1;Lupin;Lupinus polyphyllus;16
Nykroppa Herrhult;1;Lupin;Poa pratensis;10
Nykroppa Herrhult;1;Lupin;Ranunculus acris subsp. acris;2
Nykroppa Herrhult;1;Lupin;Salix caprea;1
Nykroppa Herrhult;1;Lupin;Solidago canadensis;9
Nykroppa Herrhult;1;Lupin;Trifolium pratense;4
Nykroppa Herrhult;1;NoLupin;Agrostis capillaris;5
Nykroppa Herrhult;1;NoLupin;Anthriscus sylvestris;1
Nykroppa Herrhult;1;NoLupin;Calamagrostis arundinacea;2
Nykroppa Herrhult;1;NoLupin;Chamaenerion angustifolium;2
Nykroppa Herrhult;1;NoLupin;Daucus carota subsp. carota;7
Nykroppa Herrhult;1;NoLupin;Elytrigia repens;3
Nykroppa Herrhult;1;NoLupin;Fragaria vesca;3
Nykroppa Herrhult;1;NoLupin;Knautia arvensis;8
Nykroppa Herrhult;1;NoLupin;Lathyrus pratensis;2
Nykroppa Herrhult;1;NoLupin;Leucanthemum vulgare;5
Nykroppa Herrhult;1;NoLupin;Melica nutans;1
Nykroppa Herrhult;1;NoLupin;Pimpinella saxifraga;7
Nykroppa Herrhult;1;NoLupin;Potentilla erecta;2
Nykroppa Herrhult;1;NoLupin;Ranunculus acris subsp. acris;1
Nykroppa Herrhult;1;NoLupin;Rhinanthus minor;1
Nykroppa Herrhult;1;NoLupin;Solidago canadensis;2
Nykroppa Herrhult;1;NoLupin;Taraxacum;5
Nykroppa Herrhult;1;NoLupin;Unknown;1
Nykroppa Herrhult;1;NoLupin;Vicia cracca;3
Nykroppa Herrhult;1;NoLupin;Viola canina;1
Nykroppa Herrhult;2;Lupin;Anthriscus sylvestris;4
Nykroppa Herrhult;2;Lupin;Chamaenerion angustifolium;7
Nykroppa Herrhult;2;Lupin;Dactylis glomerata;4
Nykroppa Herrhult;2;Lupin;Fragaria vesca;7
Nykroppa Herrhult;2;Lupin;Leucanthemum vulgare;5
Nykroppa Herrhult;2;Lupin;Lupinus polyphyllus;16
Nykroppa Herrhult;2;Lupin;Poa chaixii;5
Nykroppa Herrhult;2;Lupin;Potentilla erecta;4
Nykroppa Herrhult;2;Lupin;Schedonorus pratensis;6
Nykroppa Herrhult;2;Lupin;Taraxacum;3
Nykroppa Herrhult;2;Lupin;Trifolium pratense;8
Nykroppa Herrhult;2;Lupin;Tussilago farfara;7
Nykroppa Herrhult;2;NoLupin;Achillea millefolium;7
Nykroppa Herrhult;2;NoLupin;Alchemilla vulgaris;12
Nykroppa Herrhult;2;NoLupin;Anthoxanthum odoratum agg.;6
Nykroppa Herrhult;2;NoLupin;Avenella flexuosa;3
Nykroppa Herrhult;2;NoLupin;Betula pubescens;3
Nykroppa Herrhult;2;NoLupin;Carex nigra;8
Nykroppa Herrhult;2;NoLupin;Cerastium fontanum;13
Nykroppa Herrhult;2;NoLupin;Cirsium palustre;3
Nykroppa Herrhult;2;NoLupin;Dactylis glomerata;2
Nykroppa Herrhult;2;NoLupin;Dactylorhiza maculata;7
Nykroppa Herrhult;2;NoLupin;Gallium mollugo;2
Nykroppa Herrhult;2;NoLupin;Geum rivale;1
Nykroppa Herrhult;2;NoLupin;Leucanthemum vulgare;7
Nykroppa Herrhult;2;NoLupin;Luzula multiflora;2
Nykroppa Herrhult;2;NoLupin;Melampyrum pratense;9
Nykroppa Herrhult;2;NoLupin;Myosotis arvensis;2
Nykroppa Herrhult;2;NoLupin;Neottia ovata;1
Nykroppa Herrhult;2;NoLupin;Potentilla erecta;13
Nykroppa Herrhult;2;NoLupin;Prunella vulgaris;6
Nykroppa Herrhult;2;NoLupin;Pyrola rotundifolia;2
Nykroppa Herrhult;2;NoLupin;Ranunculus acris subsp. acris;9
Nykroppa Herrhult;2;NoLupin;Salix caprea;3
Nykroppa Herrhult;2;NoLupin;Trifolium medium;3
Nykroppa Herrhult;2;NoLupin;Trifolium pratense;2
Nykroppa Herrhult;2;NoLupin;Trifolium repens;2
Nykroppa Herrhult;2;NoLupin;Unknown;1
Nykroppa Herrhult;3;Lupin;Achillea millefolium;4
Nykroppa Herrhult;3;Lupin;Betula pubescens;5
Nykroppa Herrhult;3;Lupin;Calluna vulgaris;14
Nykroppa Herrhult;3;Lupin;Festuca ovina;5
Nykroppa Herrhult;3;Lupin;Hieracium sect. Hieracium agg.;3
Nykroppa Herrhult;3;Lupin;Leucanthemum vulgare;3
Nykroppa Herrhult;3;Lupin;Lupinus polyphyllus;16
Nykroppa Herrhult;3;Lupin;Luzula pilosa;3
Nykroppa Herrhult;3;Lupin;Melampyrum sylvaticum;2
Nykroppa Herrhult;3;Lupin;Rhinanthus minor;2
Nykroppa Herrhult;3;Lupin;Stellaria graminea;1
Nykroppa Herrhult;3;Lupin;Viola riviniana;2
Nykroppa Herrhult;3;NoLupin;Agrostis capillaris;3
Nykroppa Herrhult;3;NoLupin;Alchemilla vulgaris;2
Nykroppa Herrhult;3;NoLupin;Angelica sylvestris;2
Nykroppa Herrhult;3;NoLupin;Bistorta vivipara;2
Nykroppa Herrhult;3;NoLupin;Campanula rapunculoides;2
Nykroppa Herrhult;3;NoLupin;Chamaenerion angustifolium;2
Nykroppa Herrhult;3;NoLupin;Festuca rubra;7
Nykroppa Herrhult;3;NoLupin;Fragaria vesca;2
Nykroppa Herrhult;3;NoLupin;Hieracium sect. Hieracium agg.;3
Nykroppa Herrhult;3;NoLupin;Hieracium umbellatum;2
Nykroppa Herrhult;3;NoLupin;Lotus corniculatus;5
Nykroppa Herrhult;3;NoLupin;Potentilla erecta;14
Nykroppa Herrhult;3;NoLupin;Pyrola rotundifolia;11
Nykroppa Herrhult;3;NoLupin;Ranunculus acris subsp. acris;1
Nykroppa Herrhult;3;NoLupin;Trifolium pratense;7
Nykroppa Herrhult;3;NoLupin;Vaccinium uliginosum;3
Nykroppa Herrhult;3;NoLupin;Vaccinium vitis-idaea;16
Odensfors;1;Lupin;Achillea millefolium;8
Odensfors;1;Lupin;Campanula rotundifolia;4
Odensfors;1;Lupin;Equisetum arvense;2
Odensfors;1;Lupin;Fragaria vesca;7
Odensfors;1;Lupin;Hieracium sect. Vulgata;6
Odensfors;1;Lupin;Hieracium spp.;1
Odensfors;1;Lupin;Hieracium umbellatum;3
Odensfors;1;Lupin;Leucanthemum vulgare;11
Odensfors;1;Lupin;Lupinus polyphyllus;16
Odensfors;1;Lupin;Pilosella cymosa;2
Odensfors;1;Lupin;Taraxacum;1
Odensfors;1;Lupin;Tussilago farfara;1
Odensfors;1;Lupin;Veronica officinalis;2
Odensfors;1;NoLupin;Achillea millefolium;4
Odensfors;1;NoLupin;Anemone nemorosa;2
Odensfors;1;NoLupin;Anthriscus sylvestris;2
Odensfors;1;NoLupin;Equisetum arvense;12
Odensfors;1;NoLupin;Equisetum sylvaticum;1
Odensfors;1;NoLupin;Fragaria vesca;14
Odensfors;1;NoLupin;Hieracium sect. Vulgata;4
Odensfors;1;NoLupin;Hieracium umbellatum;5
Odensfors;1;NoLupin;Lapsana communis;2
Odensfors;1;NoLupin;Leucanthemum vulgare;14
Odensfors;1;NoLupin;Lupinus polyphyllus;3
Odensfors;1;NoLupin;Picea abies;1
Odensfors;1;NoLupin;Pilosella cymosa;2
Odensfors;1;NoLupin;Pilosella officinarum;7
Odensfors;1;NoLupin;Trifolium hybridum;2
Odensfors;1;NoLupin;Trifolium medium;4
Odensfors;1;NoLupin;Tussilago farfara;1
Odensfors;1;NoLupin;Veronica officinalis;1
Odensfors;2;Lupin;Achillea millefolium;2
Odensfors;2;Lupin;Alchemilla vulgaris;8
Odensfors;2;Lupin;Athyrium filix-femina;6
Odensfors;2;Lupin;Cirsium arvense;2
Odensfors;2;Lupin;Fragaria vesca;4
Odensfors;2;Lupin;Gallium mollugo;4
Odensfors;2;Lupin;Geum rivale;4
Odensfors;2;Lupin;Leucanthemum vulgare;1
Odensfors;2;Lupin;Lupinus polyphyllus;16
Odensfors;2;Lupin;Maianthemum bifolium;1
Odensfors;2;Lupin;Paris quadrifolia;2
Odensfors;2;Lupin;Picea abies;1
Odensfors;2;Lupin;Pilosella cymosa;1
Odensfors;2;Lupin;Potentilla erecta;1
Odensfors;2;Lupin;Pteridium aquilinum;2
Odensfors;2;Lupin;Ranunculus acris subsp. acris;5
Odensfors;2;Lupin;Ranunculus repens;4
Odensfors;2;Lupin;Taraxacum;1
Odensfors;2;Lupin;Trifolium medium;12
Odensfors;2;Lupin;Tussilago farfara;2
Odensfors;2;Lupin;Viola riviniana;6
Odensfors;2;NoLupin;Alchemilla vulgaris;16
Odensfors;2;NoLupin;Anemone nemorosa;4
Odensfors;2;NoLupin;Athyrium filix-femina;2
Odensfors;2;NoLupin;Campanula rotundifolia;6
Odensfors;2;NoLupin;Equisetum arvense;8
Odensfors;2;NoLupin;Equisetum sylvaticum;3
Odensfors;2;NoLupin;Filipendula ulmaria;1
Odensfors;2;NoLupin;Hieracium sect. Vulgata;1
Odensfors;2;NoLupin;Hieracium umbellatum;1
Odensfors;2;NoLupin;Hypericum maculatum;2
Odensfors;2;NoLupin;Lapsana communis;4
Odensfors;2;NoLupin;Leucanthemum vulgare;11
Odensfors;2;NoLupin;Lupinus polyphyllus;2
Odensfors;2;NoLupin;Picea abies;1
Odensfors;2;NoLupin;Potentilla erecta;4
Odensfors;2;NoLupin;Ranunculus acris subsp. acris;14
Odensfors;2;NoLupin;Rubus idaeus;1
Odensfors;2;NoLupin;Taraxacum;5
Odensfors;2;NoLupin;Tragopogon pratensis;3
Odensfors;2;NoLupin;Trifolium medium;2
Odensfors;2;NoLupin;Tussilago farfara;9
Odensfors;2;NoLupin;Veronica chamaedrys;4
Odensfors;2;NoLupin;Veronica officinalis;1
Ransta;1;Lupin;Achillea millefolium;14
Ransta;1;Lupin;Anthriscus sylvestris;2
Ransta;1;Lupin;Cirsium arvense;6
Ransta;1;Lupin;Equisetum arvense;3
Ransta;1;Lupin;Galium boreale;1
Ransta;1;Lupin;Geum urbanum;1
Ransta;1;Lupin;Hieracium sect. Tridentata;5
Ransta;1;Lupin;Lathyrus pratensis;2
Ransta;1;Lupin;Lupinus polyphyllus;16
Ransta;1;Lupin;Taraxacum;4
Ransta;1;Lupin;Vicia sepium;1
Ransta;1;Lupin;Viola riviniana;2
Ransta;1;NoLupin;Achillea millefolium;16
Ransta;1;NoLupin;Anthriscus sylvestris;1
Ransta;1;NoLupin;Cirsium arvense;1
Ransta;1;NoLupin;Equisetum arvense;9
Ransta;1;NoLupin;Fragaria vesca;8
Ransta;1;NoLupin;Gallium mollugo;12
Ransta;1;NoLupin;Geum urbanum;4
Ransta;1;NoLupin;Hieracium sect. Tridentata;4
Ransta;1;NoLupin;Lathyrus pratensis;12
Ransta;1;NoLupin;Prunus padus;3
Ransta;1;NoLupin;Ranunculus acris subsp. acris;4
Ransta;1;NoLupin;Rumex longifolius;1
Ransta;1;NoLupin;Stachys palustris;10
Ransta;1;NoLupin;Taraxacum;2
Ransta;1;NoLupin;Trifolium medium;10
Ransta;1;NoLupin;Veronica chamaedrys;13
Ransta;2;Lupin;Achillea millefolium;12
Ransta;2;Lupin;Anthriscus sylvestris;4
Ransta;2;Lupin;Equisetum arvense;10
Ransta;2;Lupin;Frangula alnus;2
Ransta;2;Lupin;Galium verum;3
Ransta;2;Lupin;Gallium mollugo;11
Ransta;2;Lupin;Hieracium sect. Tridentata;2
Ransta;2;Lupin;Lupinus polyphyllus;16
Ransta;2;Lupin;Noccaea caerulescens;3
Ransta;2;Lupin;Pilosella officinarum;1
Ransta;2;Lupin;Pinus sylvestris;1
Ransta;2;Lupin;Taraxacum;2
Ransta;2;Lupin;Trifolium medium;2
Ransta;2;Lupin;Tussilago farfara;2
Ransta;2;NoLupin;Acer platanoides;1
Ransta;2;NoLupin;Achillea millefolium;15
Ransta;2;NoLupin;Anthriscus sylvestris;3
Ransta;2;NoLupin;Cirsium palustre;2
Ransta;2;NoLupin;Cirsium vulgare;1
Ransta;2;NoLupin;Equisetum arvense;15
Ransta;2;NoLupin;Galium verum;8
Ransta;2;NoLupin;Gallium mollugo;15
Ransta;2;NoLupin;Heracleum sphondylium;1
Ransta;2;NoLupin;Hieracium sect. Tridentata;3
Ransta;2;NoLupin;Lupinus polyphyllus;3
Ransta;2;NoLupin;Picea abies;1
Ransta;2;NoLupin;Ranunculus repens;8
Ransta;2;NoLupin;Scorzoneroides autumnalis;3
Ransta;2;NoLupin;Taraxacum;3
Ransta;2;NoLupin;Trifolium hybridum;8
Ransta;2;NoLupin;Trifolium medium;3
Runhällen;1;Lupin;Achillea millefolium;8
Runhällen;1;Lupin;Chamaenerion angustifolium;1
Runhällen;1;Lupin;Cirsium arvense;4
Runhällen;1;Lupin;Fragaria vesca;16
Runhällen;1;Lupin;Galium verum;1
Runhällen;1;Lupin;Gallium mollugo;1
Runhällen;1;Lupin;Hieracium umbellatum;1
Runhällen;1;Lupin;Lathyrus linifolius;2
Runhällen;1;Lupin;Lathyrus pratensis;4
Runhällen;1;Lupin;Lupinus polyphyllus;16
Runhällen;1;Lupin;Picea abies;1
Runhällen;1;Lupin;Pilosella cymosa;2
Runhällen;1;Lupin;Ranunculus acris subsp. acris;2
Runhällen;1;Lupin;Taraxacum;1
Runhällen;1;Lupin;Trifolium medium;1
Runhällen;1;Lupin;Vicia sepium;4
Runhällen;1;NoLupin;Achillea millefolium;15
Runhällen;1;NoLupin;Chamaenerion angustifolium;2
Runhällen;1;NoLupin;Fragaria vesca;16
Runhällen;1;NoLupin;Gallium mollugo;3
Runhällen;1;NoLupin;Hieracium umbellatum;2
Runhällen;1;NoLupin;Lathyrus pratensis;12
Runhällen;1;NoLupin;Leucanthemum vulgare;2
Runhällen;1;NoLupin;Linaria vulgaris;1
Runhällen;1;NoLupin;Lupinus polyphyllus;6
Runhällen;1;NoLupin;Ranunculus acris subsp. acris;1
Runhällen;1;NoLupin;Rubus idaeus;2
Runhällen;1;NoLupin;Rumex acetosa;4
Runhällen;1;NoLupin;Taraxacum;4
Runhällen;1;NoLupin;Trifolium medium;4
Runhällen;1;NoLupin;Veronica chamaedrys;1
Runhällen;1;NoLupin;Vicia sepium;4
Runhällen;1;NoLupin;Viola canina;3
Runhällen;2;Lupin;Achillea millefolium;13
Runhällen;2;Lupin;Fragaria vesca;15
Runhällen;2;Lupin;Hieracium umbellatum;4
Runhällen;2;Lupin;Lathyrus linifolius;6
Runhällen;2;Lupin;Lupinus polyphyllus;16
Runhällen;2;Lupin;Myosotis arvensis;1
Runhällen;2;Lupin;Picea abies;1
Runhällen;2;Lupin;Pilosella cymosa;4
Runhällen;2;Lupin;Ranunculus acris subsp. acris;3
Runhällen;2;Lupin;Rubus idaeus;1
Runhällen;2;Lupin;Rumex acetosa;1
Runhällen;2;Lupin;Taraxacum;5
Runhällen;2;Lupin;Vaccinium vitis-idaea;7
Runhällen;2;Lupin;Vicia sepium;4
Runhällen;2;Lupin;Viola canina;1
Runhällen;2;NoLupin;Achillea millefolium;11
Runhällen;2;NoLupin;Aegopodium podagraria;2
Runhällen;2;NoLupin;Betula pubescens;1
Runhällen;2;NoLupin;Carex panicea;2
Runhällen;2;NoLupin;Fragaria vesca;16
Runhällen;2;NoLupin;Galium boreale;7
Runhällen;2;NoLupin;Gallium mollugo;4
Runhällen;2;NoLupin;Hieracium umbellatum;12
Runhällen;2;NoLupin;Lathyrus linifolius;1
Runhällen;2;NoLupin;Leucanthemum vulgare;1
Runhällen;2;NoLupin;Lupinus polyphyllus;5
Runhällen;2;NoLupin;Luzula pilosa;5
Runhällen;2;NoLupin;Picea abies;5
Runhällen;2;NoLupin;Pilosella cymosa;1
Runhällen;2;NoLupin;Polygala vulgaris;2
Runhällen;2;NoLupin;Ranunculus acris subsp. acris;7
Runhällen;2;NoLupin;Rumex acetosa;8
Runhällen;2;NoLupin;Sorbus aucuparia;1
Runhällen;2;NoLupin;Vaccinium vitis-idaea;4
Runhällen;2;NoLupin;Vicia cracca;8
Runhällen;2;NoLupin;Vicia sepium;7
Runhällen;2;NoLupin;Viola canina;10
Rämmen-Haget;1;Lupin;Anthoxanthum odoratum agg.;1
Rämmen-Haget;1;Lupin;Avenella flexuosa;4
Rämmen-Haget;1;Lupin;Betula pendula;3
Rämmen-Haget;1;Lupin;Calluna vulgaris;3
Rämmen-Haget;1;Lupin;Dactylis glomerata;3
Rämmen-Haget;1;Lupin;Festuca ovina;2
Rämmen-Haget;1;Lupin;Fragaria vesca;11
Rämmen-Haget;1;Lupin;Hieracium umbellatum;1
Rämmen-Haget;1;Lupin;Leucanthemum vulgare;2
Rämmen-Haget;1;Lupin;Lupinus polyphyllus;13
Rämmen-Haget;1;Lupin;Phleum alpinum;1
Rämmen-Haget;1;Lupin;Picea abies;12
Rämmen-Haget;1;Lupin;Potentilla erecta;1
Rämmen-Haget;1;Lupin;Ranunculus acris subsp. acris;2
Rämmen-Haget;1;Lupin;Salix caprea;2
Rämmen-Haget;1;Lupin;Taraxacum;3
Rämmen-Haget;1;Lupin;Trifolium pratense;3
Rämmen-Haget;1;Lupin;Tussilago farfara;3
Rämmen-Haget;1;NoLupin;Agrostis capillaris;2
Rämmen-Haget;1;NoLupin;Alchemilla vulgaris;1
Rämmen-Haget;1;NoLupin;Angelica sylvestris;2
Rämmen-Haget;1;NoLupin;Bromopsis inermis;2
Rämmen-Haget;1;NoLupin;Campanula rotundifolia;1
Rämmen-Haget;1;NoLupin;Carex leporina;2
Rämmen-Haget;1;NoLupin;Cirsium palustre;1
Rämmen-Haget;1;NoLupin;Festuca ovina;4
Rämmen-Haget;1;NoLupin;Fragaria vesca;15
Rämmen-Haget;1;NoLupin;Knautia arvensis;6
Rämmen-Haget;1;NoLupin;Leucanthemum vulgare;3
Rämmen-Haget;1;NoLupin;Pilosella officinarum;4
Rämmen-Haget;1;NoLupin;Poa chaixii;9
Rämmen-Haget;1;NoLupin;Potentilla erecta;8
Rämmen-Haget;1;NoLupin;Prunella vulgaris;1
Rämmen-Haget;1;NoLupin;Ranunculus acris subsp. acris;10
Rämmen-Haget;1;NoLupin;Rumex acetosa;3
Rämmen-Haget;1;NoLupin;Taraxacum;11
Rämmen-Haget;1;NoLupin;Tussilago farfara;2
Rämmen-Haget;1;NoLupin;Veronica officinalis;3
Rämmen-Haget;1;NoLupin;Viola canina;5
Rämmen-Haget;2;Lupin;Betula pendula;3
Rämmen-Haget;2;Lupin;Festuca ovina;3
Rämmen-Haget;2;Lupin;Lupinus polyphyllus;13
Rämmen-Haget;2;Lupin;Melampyrum pratense;1
Rämmen-Haget;2;Lupin;Picea abies;7
Rämmen-Haget;2;Lupin;Ranunculus acris subsp. acris;2
Rämmen-Haget;2;Lupin;Salix caprea;2
Rämmen-Haget;2;Lupin;Trifolium pratense;2
Rämmen-Haget;2;Lupin;Vaccinium vitis-idaea;4
Rämmen-Haget;2;NoLupin;Achillea millefolium;4
Rämmen-Haget;2;NoLupin;Agrostis capillaris;4
Rämmen-Haget;2;NoLupin;Anthoxanthum odoratum agg.;2
Rämmen-Haget;2;NoLupin;Bistorta vivipara;8
Rämmen-Haget;2;NoLupin;Carex pallescens;3
Rämmen-Haget;2;NoLupin;Dactylorhiza maculata;6
Rämmen-Haget;2;NoLupin;Daucus carota subsp. carota;4
Rämmen-Haget;2;NoLupin;Elytrigia repens;3
Rämmen-Haget;2;NoLupin;Festuca rubra;11
Rämmen-Haget;2;NoLupin;Fragaria vesca;3
Rämmen-Haget;2;NoLupin;Gallium mollugo;2
Rämmen-Haget;2;NoLupin;Geum rivale;1
Rämmen-Haget;2;NoLupin;Hieracium sect. Hieracium agg.;8
Rämmen-Haget;2;NoLupin;Hieracium umbellatum;2
Rämmen-Haget;2;NoLupin;Knautia arvensis;6
Rämmen-Haget;2;NoLupin;Leucanthemum vulgare;4
Rämmen-Haget;2;NoLupin;Luzula multiflora;1
Rämmen-Haget;2;NoLupin;Luzula pilosa;1
Rämmen-Haget;2;NoLupin;Maianthemum bifolium;14
Rämmen-Haget;2;NoLupin;Melampyrum pratense;4
Rämmen-Haget;2;NoLupin;Picea abies;1
Rämmen-Haget;2;NoLupin;Pinguicula vulgaris;3
Rämmen-Haget;2;NoLupin;Potentilla erecta;16
Rämmen-Haget;2;NoLupin;Prunella vulgaris;2
Rämmen-Haget;2;NoLupin;Pyrola minor;8
Rämmen-Haget;2;NoLupin;Ranunculus acris subsp. acris;4
Rämmen-Haget;2;NoLupin;Salix caprea;1
Rämmen-Haget;2;NoLupin;Trifolium pratense;5
Rämmen-Haget;2;NoLupin;Tussilago farfara;3
Rämmen-Haget;2;NoLupin;Vicia cracca;4
Rämmen-Haget;2;NoLupin;Viola canina;8
Rämmen-Haget;3;Lupin;Agrostis capillaris;3
Rämmen-Haget;3;Lupin;Alchemilla vulgaris;5
Rämmen-Haget;3;Lupin;Anthoxanthum odoratum agg.;5
Rämmen-Haget;3;Lupin;Cerastium fontanum;6
Rämmen-Haget;3;Lupin;Festuca rubra;6
Rämmen-Haget;3;Lupin;Fragaria vesca;5
Rämmen-Haget;3;Lupin;Knautia arvensis;1
Rämmen-Haget;3;Lupin;Lupinus polyphyllus;14
Rämmen-Haget;3;Lupin;Poa chaixii;3
Rämmen-Haget;3;Lupin;Potentilla erecta;4
Rämmen-Haget;3;Lupin;Ranunculus acris subsp. acris;1
Rämmen-Haget;3;Lupin;Rhinanthus minor;2
Rämmen-Haget;3;Lupin;Trifolium medium;10
Rämmen-Haget;3;Lupin;Trifolium repens;3
Rämmen-Haget;3;Lupin;Unknown;1
Rämmen-Haget;3;NoLupin;Achillea millefolium;9
Rämmen-Haget;3;NoLupin;Anthyllis vulneraria;3
Rämmen-Haget;3;NoLupin;Betula pendula;2
Rämmen-Haget;3;NoLupin;Calamagrostis epigejos;2
Rämmen-Haget;3;NoLupin;Carex nigra;6
Rämmen-Haget;3;NoLupin;Festuca ovina;3
Rämmen-Haget;3;NoLupin;Hieracium sect. Hieracium agg.;1
Rämmen-Haget;3;NoLupin;Hieracium umbellatum;1
Rämmen-Haget;3;NoLupin;Leucanthemum vulgare;2
Rämmen-Haget;3;NoLupin;Linum catharticum;8
Rämmen-Haget;3;NoLupin;Parnassia palustris;12
Rämmen-Haget;3;NoLupin;Pedicularis palustris;2
Rämmen-Haget;3;NoLupin;Picea abies;1
Rämmen-Haget;3;NoLupin;Potentilla erecta;11
Rämmen-Haget;3;NoLupin;Prunella vulgaris;12
Rämmen-Haget;3;NoLupin;Taraxacum;1
Rämmen-Haget;3;NoLupin;Trifolium medium;5
Rämmen-Haget;3;NoLupin;Trifolium repens;2
Rämmen-Haget;3;NoLupin;Tussilago farfara;1
Röcklingeås;1;Lupin;Achillea millefolium;9
Röcklingeås;1;Lupin;Betula pendula;2
Röcklingeås;1;Lupin;Equisetum arvense;9
Röcklingeås;1;Lupin;Hieracium sect. Hieracium agg.;2
Röcklingeås;1;Lupin;Hieracium sect. Tridentata;4
Röcklingeås;1;Lupin;Leucanthemum vulgare;1
Röcklingeås;1;Lupin;Lupinus polyphyllus;16
Röcklingeås;1;Lupin;Noccaea caerulescens;2
Röcklingeås;1;Lupin;Pilosella officinarum;2
Röcklingeås;1;Lupin;Scorzoneroides autumnalis;1
Röcklingeås;1;Lupin;Solidago virgaurea;1
Röcklingeås;1;Lupin;Taraxacum;12
Röcklingeås;1;Lupin;Trifolium hybridum;1
Röcklingeås;1;Lupin;Veronica officinalis;1
Röcklingeås;1;NoLupin;Achillea millefolium;12
Röcklingeås;1;NoLupin;Anthriscus sylvestris;3
Röcklingeås;1;NoLupin;Betula pendula;10
Röcklingeås;1;NoLupin;Equisetum arvense;10
Röcklingeås;1;NoLupin;Gallium mollugo;6
Röcklingeås;1;NoLupin;Hieracium sect. Hieracium agg.;5
Röcklingeås;1;NoLupin;Hieracium sect. Tridentata;2
Röcklingeås;1;NoLupin;Lathyrus pratensis;4
Röcklingeås;1;NoLupin;Leucanthemum vulgare;1
Röcklingeås;1;NoLupin;Lupinus polyphyllus;5
Röcklingeås;1;NoLupin;Pilosella officinarum;8
Röcklingeås;1;NoLupin;Ranunculus acris subsp. acris;1
Röcklingeås;1;NoLupin;Scorzoneroides autumnalis;3
Röcklingeås;1;NoLupin;Taraxacum;12
Röcklingeås;1;NoLupin;Trifolium hybridum;2
Röcklingeås;1;NoLupin;Trifolium medium;10
Röcklingeås;1;NoLupin;Tripleurospermum inodorum;1
Röcklingeås;1;NoLupin;Tussilago farfara;1
Röcklingeås;2;Lupin;Achillea millefolium;5
Röcklingeås;2;Lupin;Alnus glutinosa;1
Röcklingeås;2;Lupin;Anthriscus sylvestris;4
Röcklingeås;2;Lupin;Artemisia vulgaris;1
Röcklingeås;2;Lupin;Betula pendula;3
Röcklingeås;2;Lupin;Cirsium arvense;1
Röcklingeås;2;Lupin;Equisetum arvense;8
Röcklingeås;2;Lupin;Gallium mollugo;1
Röcklingeås;2;Lupin;Geum rivale;6
Röcklingeås;2;Lupin;Lupinus polyphyllus;16
Röcklingeås;2;Lupin;Picea abies;1
Röcklingeås;2;Lupin;Ranunculus acris subsp. acris;4
Röcklingeås;2;Lupin;Ranunculus repens;4
Röcklingeås;2;Lupin;Taraxacum;15
Röcklingeås;2;Lupin;Viola riviniana;4
Röcklingeås;2;NoLupin;Achillea millefolium;9
Röcklingeås;2;NoLupin;Achillea ptarmica;2
Röcklingeås;2;NoLupin;Alnus glutinosa;4
Röcklingeås;2;NoLupin;Anemone nemorosa;1
Röcklingeås;2;NoLupin;Anthriscus sylvestris;2
Röcklingeås;2;NoLupin;Betula pendula;9
Röcklingeås;2;NoLupin;Equisetum arvense;6
Röcklingeås;2;NoLupin;Geum rivale;8
Röcklingeås;2;NoLupin;Hieracium sect. Hieracium agg.;2
Röcklingeås;2;NoLupin;Hieracium sect. Tridentata;3
Röcklingeås;2;NoLupin;Hieracium umbellatum;1
Röcklingeås;2;NoLupin;Leucanthemum vulgare;1
Röcklingeås;2;NoLupin;Lupinus polyphyllus;3
Röcklingeås;2;NoLupin;Picea abies;1
Röcklingeås;2;NoLupin;Potentilla argentea;1
Röcklingeås;2;NoLupin;Ranunculus acris subsp. acris;5
Röcklingeås;2;NoLupin;Taraxacum;10
Röcklingeås;2;NoLupin;Tussilago farfara;5
Röcklingeås;2;NoLupin;Vicia cracca;2
Röcklingeås;2;NoLupin;Viola canina;1
Röcklingeås;2;NoLupin;Viola riviniana;1
Rödmossa;1;Lupin;Achillea millefolium;9
Rödmossa;1;Lupin;Cirsium arvense;9
Rödmossa;1;Lupin;Equisetum;1
Rödmossa;1;Lupin;Equisetum sylvaticum;10
